ID,Category,Series,Model,Name,Tsubaki_Code,Spec_pitch_mm,Spec_pitch_inch,Spec_strands,Spec_tensile_strength_kn,Spec_allowable_load_kn,Spec_weight_kg_per_m,Spec_material,Spec_temperature_range,Spec_surface_treatment,Features,Applications,Spec_lubrication,Spec_corrosion_resistance,Spec_strength_improvement,Spec_compatible_chain,Spec_tooth_count,Spec_pitch_diameter_mm,Spec_outside_diameter_mm,Spec_hub_type,Spec_hub_name,Spec_max_bore_mm,Spec_hardness,Spec_width_mm,Spec_roller_type,Spec_max_allowable_load_kn,Spec_tooth_profile,Spec_cord,Spec_max_speed_mps,Spec_reduction_ratio,Spec_input_power_kw,Spec_output_torque_nm,Spec_backlash_arcmin,Spec_efficiency_percent,Spec_rated_torque_nm,Spec_bore_range_mm,Spec_coupling_type,Spec_max_rpm,Spec_thrust_kn,Spec_stroke_mm,Spec_speed_mm_per_min,Spec_positioning_accuracy,Spec_height_mm,Spec_bend_radius_mm,Spec_material_name
TSK_5035,Sprocket,ANSI #80,SP80-118T-B-SUS304,#80 Chain Sprocket 118T Type B SUS304,SP80-118T-B-SUS304,25.4,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,118.0,954.04,969.91,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5036,Sprocket,ANSI #80,SP80-118T-B-HRC45,#80 Chain Sprocket 118T Type B HRC45,SP80-118T-B-HRC45,25.4,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,118.0,954.04,969.91,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5037,Sprocket,ANSI #80,SP80-118T-C-S45C,#80 Chain Sprocket 118T Type C S45C,SP80-118T-C-S45C,25.4,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,118.0,954.04,969.91,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5038,Sprocket,ANSI #80,SP80-118T-C-SUS304,#80 Chain Sprocket 118T Type C SUS304,SP80-118T-C-SUS304,25.4,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,118.0,954.04,969.91,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5039,Sprocket,ANSI #80,SP80-118T-C-HRC45,#80 Chain Sprocket 118T Type C HRC45,SP80-118T-C-HRC45,25.4,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,118.0,954.04,969.91,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5040,Sprocket,ANSI #80,SP80-119T-A-S45C,#80 Chain Sprocket 119T Type A S45C,SP80-119T-A-S45C,25.4,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,119.0,962.12,978.0,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5041,Sprocket,ANSI #80,SP80-119T-A-SUS304,#80 Chain Sprocket 119T Type A SUS304,SP80-119T-A-SUS304,25.4,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,119.0,962.12,978.0,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5042,Sprocket,ANSI #80,SP80-119T-A-HRC45,#80 Chain Sprocket 119T Type A HRC45,SP80-119T-A-HRC45,25.4,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,119.0,962.12,978.0,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5043,Sprocket,ANSI #80,SP80-119T-B-S45C,#80 Chain Sprocket 119T Type B S45C,SP80-119T-B-S45C,25.4,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,119.0,962.12,978.0,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5044,Sprocket,ANSI #80,SP80-119T-B-SUS304,#80 Chain Sprocket 119T Type B SUS304,SP80-119T-B-SUS304,25.4,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,119.0,962.12,978.0,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5045,Sprocket,ANSI #80,SP80-119T-B-HRC45,#80 Chain Sprocket 119T Type B HRC45,SP80-119T-B-HRC45,25.4,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,119.0,962.12,978.0,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5046,Sprocket,ANSI #80,SP80-119T-C-S45C,#80 Chain Sprocket 119T Type C S45C,SP80-119T-C-S45C,25.4,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,119.0,962.12,978.0,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5047,Sprocket,ANSI #80,SP80-119T-C-SUS304,#80 Chain Sprocket 119T Type C SUS304,SP80-119T-C-SUS304,25.4,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,119.0,962.12,978.0,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5048,Sprocket,ANSI #80,SP80-119T-C-HRC45,#80 Chain Sprocket 119T Type C HRC45,SP80-119T-C-HRC45,25.4,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,119.0,962.12,978.0,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5049,Sprocket,ANSI #80,SP80-120T-A-S45C,#80 Chain Sprocket 120T Type A S45C,SP80-120T-A-S45C,25.4,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,120.0,970.21,986.08,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5050,Sprocket,ANSI #80,SP80-120T-A-SUS304,#80 Chain Sprocket 120T Type A SUS304,SP80-120T-A-SUS304,25.4,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,120.0,970.21,986.08,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5051,Sprocket,ANSI #80,SP80-120T-A-HRC45,#80 Chain Sprocket 120T Type A HRC45,SP80-120T-A-HRC45,25.4,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,120.0,970.21,986.08,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5052,Sprocket,ANSI #80,SP80-120T-B-S45C,#80 Chain Sprocket 120T Type B S45C,SP80-120T-B-S45C,25.4,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,120.0,970.21,986.08,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5053,Sprocket,ANSI #80,SP80-120T-B-SUS304,#80 Chain Sprocket 120T Type B SUS304,SP80-120T-B-SUS304,25.4,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,120.0,970.21,986.08,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5054,Sprocket,ANSI #80,SP80-120T-B-HRC45,#80 Chain Sprocket 120T Type B HRC45,SP80-120T-B-HRC45,25.4,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,120.0,970.21,986.08,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5055,Sprocket,ANSI #80,SP80-120T-C-S45C,#80 Chain Sprocket 120T Type C S45C,SP80-120T-C-S45C,25.4,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,120.0,970.21,986.08,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5056,Sprocket,ANSI #80,SP80-120T-C-SUS304,#80 Chain Sprocket 120T Type C SUS304,SP80-120T-C-SUS304,25.4,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,120.0,970.21,986.08,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5057,Sprocket,ANSI #80,SP80-120T-C-HRC45,#80 Chain Sprocket 120T Type C HRC45,SP80-120T-C-HRC45,25.4,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#80,120.0,970.21,986.08,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5058,Sprocket,ANSI #100,SP100-8T-A-S45C,#100 Chain Sprocket 8T Type A S45C,SP100-8T-A-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,8.0,80.85,100.69,A,Plain Bore,48.5,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5059,Sprocket,ANSI #100,SP100-8T-A-SUS304,#100 Chain Sprocket 8T Type A SUS304,SP100-8T-A-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,8.0,80.85,100.69,A,Plain Bore,48.5,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5060,Sprocket,ANSI #100,SP100-8T-A-HRC45,#100 Chain Sprocket 8T Type A HRC45,SP100-8T-A-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,8.0,80.85,100.69,A,Plain Bore,48.5,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5061,Sprocket,ANSI #100,SP100-8T-B-S45C,#100 Chain Sprocket 8T Type B S45C,SP100-8T-B-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,8.0,80.85,100.69,B,Finished Bore,56.6,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5062,Sprocket,ANSI #100,SP100-8T-B-SUS304,#100 Chain Sprocket 8T Type B SUS304,SP100-8T-B-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,8.0,80.85,100.69,B,Finished Bore,56.6,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5063,Sprocket,ANSI #100,SP100-8T-B-HRC45,#100 Chain Sprocket 8T Type B HRC45,SP100-8T-B-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,8.0,80.85,100.69,B,Finished Bore,56.6,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5064,Sprocket,ANSI #100,SP100-8T-C-S45C,#100 Chain Sprocket 8T Type C S45C,SP100-8T-C-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,8.0,80.85,100.69,C,Taper Lock,64.7,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5065,Sprocket,ANSI #100,SP100-8T-C-SUS304,#100 Chain Sprocket 8T Type C SUS304,SP100-8T-C-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,8.0,80.85,100.69,C,Taper Lock,64.7,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5066,Sprocket,ANSI #100,SP100-8T-C-HRC45,#100 Chain Sprocket 8T Type C HRC45,SP100-8T-C-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,8.0,80.85,100.69,C,Taper Lock,64.7,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5067,Sprocket,ANSI #100,SP100-9T-A-S45C,#100 Chain Sprocket 9T Type A S45C,SP100-9T-A-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,9.0,90.96,110.8,A,Plain Bore,54.6,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5068,Sprocket,ANSI #100,SP100-9T-A-SUS304,#100 Chain Sprocket 9T Type A SUS304,SP100-9T-A-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,9.0,90.96,110.8,A,Plain Bore,54.6,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5069,Sprocket,ANSI #100,SP100-9T-A-HRC45,#100 Chain Sprocket 9T Type A HRC45,SP100-9T-A-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,9.0,90.96,110.8,A,Plain Bore,54.6,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5070,Sprocket,ANSI #100,SP100-9T-B-S45C,#100 Chain Sprocket 9T Type B S45C,SP100-9T-B-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,9.0,90.96,110.8,B,Finished Bore,63.7,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5071,Sprocket,ANSI #100,SP100-9T-B-SUS304,#100 Chain Sprocket 9T Type B SUS304,SP100-9T-B-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,9.0,90.96,110.8,B,Finished Bore,63.7,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5072,Sprocket,ANSI #100,SP100-9T-B-HRC45,#100 Chain Sprocket 9T Type B HRC45,SP100-9T-B-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,9.0,90.96,110.8,B,Finished Bore,63.7,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5073,Sprocket,ANSI #100,SP100-9T-C-S45C,#100 Chain Sprocket 9T Type C S45C,SP100-9T-C-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,9.0,90.96,110.8,C,Taper Lock,72.8,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5074,Sprocket,ANSI #100,SP100-9T-C-SUS304,#100 Chain Sprocket 9T Type C SUS304,SP100-9T-C-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,9.0,90.96,110.8,C,Taper Lock,72.8,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5075,Sprocket,ANSI #100,SP100-9T-C-HRC45,#100 Chain Sprocket 9T Type C HRC45,SP100-9T-C-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,9.0,90.96,110.8,C,Taper Lock,72.8,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5076,Sprocket,ANSI #100,SP100-10T-A-S45C,#100 Chain Sprocket 10T Type A S45C,SP100-10T-A-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,10.0,101.06,120.91,A,Plain Bore,60.6,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5077,Sprocket,ANSI #100,SP100-10T-A-SUS304,#100 Chain Sprocket 10T Type A SUS304,SP100-10T-A-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,10.0,101.06,120.91,A,Plain Bore,60.6,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5078,Sprocket,ANSI #100,SP100-10T-A-HRC45,#100 Chain Sprocket 10T Type A HRC45,SP100-10T-A-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,10.0,101.06,120.91,A,Plain Bore,60.6,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5079,Sprocket,ANSI #100,SP100-10T-B-S45C,#100 Chain Sprocket 10T Type B S45C,SP100-10T-B-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,10.0,101.06,120.91,B,Finished Bore,70.7,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5080,Sprocket,ANSI #100,SP100-10T-B-SUS304,#100 Chain Sprocket 10T Type B SUS304,SP100-10T-B-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,10.0,101.06,120.91,B,Finished Bore,70.7,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5081,Sprocket,ANSI #100,SP100-10T-B-HRC45,#100 Chain Sprocket 10T Type B HRC45,SP100-10T-B-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,10.0,101.06,120.91,B,Finished Bore,70.7,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5082,Sprocket,ANSI #100,SP100-10T-C-S45C,#100 Chain Sprocket 10T Type C S45C,SP100-10T-C-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,10.0,101.06,120.91,C,Taper Lock,80.9,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5083,Sprocket,ANSI #100,SP100-10T-C-SUS304,#100 Chain Sprocket 10T Type C SUS304,SP100-10T-C-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,10.0,101.06,120.91,C,Taper Lock,80.9,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5084,Sprocket,ANSI #100,SP100-10T-C-HRC45,#100 Chain Sprocket 10T Type C HRC45,SP100-10T-C-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,10.0,101.06,120.91,C,Taper Lock,80.9,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5085,Sprocket,ANSI #100,SP100-11T-A-S45C,#100 Chain Sprocket 11T Type A S45C,SP100-11T-A-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,11.0,111.17,131.01,A,Plain Bore,66.7,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5086,Sprocket,ANSI #100,SP100-11T-A-SUS304,#100 Chain Sprocket 11T Type A SUS304,SP100-11T-A-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,11.0,111.17,131.01,A,Plain Bore,66.7,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5087,Sprocket,ANSI #100,SP100-11T-A-HRC45,#100 Chain Sprocket 11T Type A HRC45,SP100-11T-A-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,11.0,111.17,131.01,A,Plain Bore,66.7,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5088,Sprocket,ANSI #100,SP100-11T-B-S45C,#100 Chain Sprocket 11T Type B S45C,SP100-11T-B-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,11.0,111.17,131.01,B,Finished Bore,77.8,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5089,Sprocket,ANSI #100,SP100-11T-B-SUS304,#100 Chain Sprocket 11T Type B SUS304,SP100-11T-B-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,11.0,111.17,131.01,B,Finished Bore,77.8,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5090,Sprocket,ANSI #100,SP100-11T-B-HRC45,#100 Chain Sprocket 11T Type B HRC45,SP100-11T-B-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,11.0,111.17,131.01,B,Finished Bore,77.8,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5091,Sprocket,ANSI #100,SP100-11T-C-S45C,#100 Chain Sprocket 11T Type C S45C,SP100-11T-C-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,11.0,111.17,131.01,C,Taper Lock,88.9,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5092,Sprocket,ANSI #100,SP100-11T-C-SUS304,#100 Chain Sprocket 11T Type C SUS304,SP100-11T-C-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,11.0,111.17,131.01,C,Taper Lock,88.9,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5093,Sprocket,ANSI #100,SP100-11T-C-HRC45,#100 Chain Sprocket 11T Type C HRC45,SP100-11T-C-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,11.0,111.17,131.01,C,Taper Lock,88.9,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5094,Sprocket,ANSI #100,SP100-12T-A-S45C,#100 Chain Sprocket 12T Type A S45C,SP100-12T-A-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,12.0,121.28,141.12,A,Plain Bore,72.8,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5095,Sprocket,ANSI #100,SP100-12T-A-SUS304,#100 Chain Sprocket 12T Type A SUS304,SP100-12T-A-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,12.0,121.28,141.12,A,Plain Bore,72.8,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5096,Sprocket,ANSI #100,SP100-12T-A-HRC45,#100 Chain Sprocket 12T Type A HRC45,SP100-12T-A-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,12.0,121.28,141.12,A,Plain Bore,72.8,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_5097,Sprocket,ANSI #100,SP100-12T-B-S45C,#100 Chain Sprocket 12T Type B S45C,SP100-12T-B-S45C,31.75,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,12.0,121.28,141.12,B,Finished Bore,84.9,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_5098,Sprocket,ANSI #100,SP100-12T-B-SUS304,#100 Chain Sprocket 12T Type B SUS304,SP100-12T-B-SUS304,31.75,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,12.0,121.28,141.12,B,Finished Bore,84.9,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_5099,Sprocket,ANSI #100,SP100-12T-B-HRC45,#100 Chain Sprocket 12T Type B HRC45,SP100-12T-B-HRC45,31.75,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#100,12.0,121.28,141.12,B,Finished Bore,84.9,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
